Date,Close,High,Low,Open,Volume
2007-01-03,20.661731719970703,20.81283306872372,20.505034073633993,20.68411691030547,9365079
2007-01-04,20.594568252563477,20.661723797818894,20.50502621156343,20.65053120694299,6646292
2007-01-05,20.432281494140625,20.583382847353615,20.3931074098985,20.538612465362615,7977372
2007-01-08,20.521825790405273,20.53861468546668,20.30356752661998,20.437880001104734,4427415
2007-01-09,20.488231658935547,20.60015753673987,20.376304467138763,20.521809422276846,5997309
2007-01-10,20.55539894104004,20.572187832312082,20.38191241723571,20.38750871432639,3614216
2007-01-11,20.684110641479492,20.684110641479492,20.54420193029662,20.56099081795941,4623513
2007-01-12,20.70649528503418,20.7288804680008,20.6057619616844,20.6057619616844,8028582
2007-01-16,20.762460708618164,20.762460708618164,20.678514953842036,20.70649643410309,5315827
2007-01-17,20.70649528503418,20.796037330893547,20.661724919100944,20.734478077735346,4927693
2007-01-18,20.622549057006836,20.762457752384364,20.611355152503275,20.745668866618193,5029004
2007-01-19,20.684110641479492,20.700899529142283,20.605762499053125,20.650532866153906,4202880
2007-01-22,20.667327880859375,20.728887153872833,20.611363591399275,20.706501963686122,5728582
2007-01-23,20.656131744384766,20.695305820495328,20.5665896849961,20.600167464519437,7704706
2007-01-24,20.868785858154297,20.868785858154297,20.628143865523622,20.650529044931805,5148904
2007-01-25,20.566587448120117,20.885580260876637,20.53860596822734,20.874387668919525,15347739
2007-01-26,20.605770111083984,20.66173309063339,20.454667438313756,20.577787307315866,9816486
2007-01-29,20.505033493041992,20.633749647815694,20.477052005915816,20.594575565839047,13643419
2007-01-30,20.58338165283203,20.61696075136994,20.49384089404638,20.516226083742794,7687718
2007-01-31,20.751266479492188,20.80163313998877,20.521815731466482,20.583374983184527,15289143
2007-02-01,20.885574340820312,20.896766929604862,20.790436022159057,20.807224905335882,18404066
2007-02-02,20.92475700378418,20.95273848724881,20.868792722861798,20.891179223626622,7704460
2007-02-05,20.91915512084961,20.958329187239066,20.83520937887943,20.941540301643585,5309672
2007-02-06,21.01429557800293,21.031084465295958,20.91356094025184,20.94154241907356,9894778
2007-02-07,21.092653274536133,21.126231064334306,21.014305098340404,21.031093993239487,5616561
2007-02-08,21.025487899780273,21.047873082550453,20.913560671936498,21.03667917717248,6929176
2007-02-09,20.801637649536133,21.09824400919134,20.678517805416266,20.99191436953645,21979751
2007-02-12,20.751266479492188,20.85759609609608,20.69530220939201,20.835210913653157,11936268
2007-02-13,20.902372360229492,20.947142734936406,20.76246362527723,20.779252515792322,12937195
2007-02-14,21.103839874267578,21.15980415535521,20.930353362281465,20.94154595570037,12212751
2007-02-15,21.137418746948242,21.170997842933506,21.070263182964094,21.12622615295088,12006928
2007-02-16,21.131824493408203,21.137419476606826,21.04787872153704,21.075860207496348,6764837
2007-02-20,21.24375343322754,21.260543641164265,20.63375169731382,21.098248371725486,6508666
2007-02-21,21.15420913696289,21.210173424908586,21.109438757800966,21.15420913696289,5231258
2007-02-22,21.070261001586914,21.238151208159014,21.053472112329008,21.204573429643204,11642552
2007-02-23,20.8743896484375,21.092646526291414,20.818425369351903,21.081453933272908,20234563
2007-02-26,20.723291397094727,20.997511280643607,20.639345623033414,20.96952979395426,21959686
2007-02-27,19.7551212310791,20.588977409322347,19.54246062055711,20.47145385251058,37054454
2007-02-28,20.118881225585938,20.247597356028024,19.88943044653851,19.984568798776497,26681186
2007-03-01,20.096498489379883,20.174846648071473,19.69915745689293,19.86704768236811,32203945
2007-03-02,19.867042541503906,20.14126365395248,19.867042541503906,20.074106792744224,15158657
2007-03-05,19.553647994995117,19.917409848880055,19.324197239903704,19.682364111998485,21501508
2007-03-06,19.962186813354492,20.023746083263624,19.71035080846698,19.76071748384718,23815665
2007-03-07,19.844661712646484,20.02374452516781,19.822276525330462,19.945395055568582,14010257
2007-03-08,20.023738861083984,20.247593298909145,19.96777590862408,20.247593298909145,24346841
2007-03-09,20.07411003112793,20.180442292691694,19.978972990558486,20.152459496178196,11761343
2007-03-12,20.07411003112793,20.146863199674108,19.934202618525806,20.00695447307891,17742649
2007-03-13,19.475297927856445,19.93419942361425,19.36337070172057,19.911814241185645,55831266
2007-03-14,19.520063400268555,19.60960542153331,19.12832017796753,19.475293046632448,49895631
2007-03-15,19.7551212310791,19.85025959878258,19.531266712009714,19.54246062055711,38821062
2007-03-16,19.68092918395996,19.843906345213192,19.54605130576333,19.815807062156587,23623136
2007-03-19,19.81019401550293,19.89449321317638,19.692175666570247,19.81019401550293,19648360
2007-03-20,19.990028381347656,20.02374884803813,19.804571752413484,19.821431325996116,17005896
2007-03-21,20.445240020751953,20.557637166285026,19.973166731412757,20.00688719459775,41179658
2007-03-22,20.32160186767578,20.512678334856577,20.282262866687837,20.49019890572061,20898072
2007-03-23,20.34408950805664,20.422768861314022,20.265411474324868,20.28788959300834,15015984
2007-03-26,20.242929458618164,20.400286835828535,20.096811799813853,20.315988947783083,20591183
2007-03-27,20.11928367614746,20.22606228040501,20.091184390691534,20.21482256622264,7700028
2007-03-28,19.86639976501465,20.108055072991135,19.79896012313055,20.00689758945362,21499784
2007-03-29,19.96755599975586,20.11929353509803,19.860777343174135,20.01251619804198,17217135
2007-03-30,20.023744583129883,20.124903322604833,19.793327820860533,20.040604153121553,14556206
2007-04-02,19.83829116821289,20.006889545372662,19.7371337253473,20.006889545372662,14561130
2007-04-03,20.085569381713867,20.147389144163554,19.973170893235178,20.012511221894194,16612222
2007-04-04,20.085569381713867,20.15862754153354,20.02375093878953,20.0799495232662,14399623
2007-04-05,20.09680938720703,20.141768255433995,20.012511509281474,20.07994981162192,6649862
2007-04-09,20.091184616088867,20.153004364310473,20.046225758855005,20.14738450715624,7637370
2007-04-10,20.18111228942871,20.186732148988753,20.09119321694242,20.09119321694242,11994372
2007-04-11,20.012508392333984,20.1754855837984,19.950688638624968,20.1754855837984,13683427
2007-04-12,19.97879981994629,20.023760027460156,19.855162877979506,19.97879981994629,12340406
2007-04-13,20.06308937072754,20.12490913139873,19.99002989348437,20.006890787867643,19034461
2007-04-16,20.55202865600586,20.557647196498767,20.24293239640456,20.24293239640456,39918991
2007-04-17,20.5463924407959,20.647551166629746,20.478954169923167,20.55201361622671,15461483
2007-04-18,20.782440185546875,20.85549967107449,20.574504085861435,20.62508281617062,31112540
2007-04-19,20.75434112548828,20.80491985636909,20.596983754333635,20.70938225359423,17748558
2007-04-20,20.861112594604492,20.92855087926317,20.782433276311014,20.87797216576916,20996552
2007-04-23,20.804916381835938,20.945414152566435,20.7824369496431,20.861116281843287,11672834
2007-04-24,20.743101119995117,20.838640040971182,20.602603327748174,20.821780464244604,15632223
2007-04-25,21.024097442626953,21.035337160839287,20.771201143798393,20.804920298435402,19044801
2007-04-26,20.990365982055664,21.03532482854717,20.872347690490727,20.990365982055664,9484363
2007-04-27,20.9622745513916,20.984753983053782,20.83301649980885,20.911694510626475,11863393
2007-04-30,20.799301147460938,21.01847829911458,20.776821710270934,20.95665852731652,18614690
2007-05-01,20.83863639831543,20.90607469343333,20.664418163543743,20.793676215378273,14056789
2007-05-02,20.928552627563477,21.001612094905205,20.79929458497821,20.877973909844293,10986183
2007-05-03,21.12525177001953,21.12525177001953,20.956654702341016,21.052193612486473,12545244
2007-05-04,21.198314666748047,21.215174244283123,21.108396919894314,21.170215370856255,10915031
2007-05-07,21.226409912109375,21.276989954588178,21.170211331049888,21.21517019589748,5842449
2007-05-08,21.18144989013672,21.19830946353354,21.085910988029536,21.175830032337778,7468477
2007-05-09,21.293848037719727,21.31632746856931,21.130870844535075,21.198309137083825,14572824
2007-05-10,20.990365982055664,21.271361411677045,20.990365982055664,21.19268211079218,15886547
2007-05-11,21.21516990661621,21.21516990661621,21.080293313912563,21.080293313912563,16812136
2007-05-14,21.114023208618164,21.24328000908109,21.001624671298394,21.232041606827625,37213869
2007-05-15,21.063430786132812,21.248888725762416,21.01847192538631,21.13649025437102,20241333
2007-05-16,21.305091857910156,21.305091857910156,21.09715444343871,21.164594068505952,19635558
2007-05-17,21.198314666748047,21.24889471887879,21.153355793321182,21.232035141343715,7514024
2007-05-18,21.2545108795166,21.299471067436595,21.19831229402332,21.299471067436595,12362071
2007-05-21,21.27699089050293,21.321949757328134,21.198311554033502,21.26575117379663,16396428
2007-05-22,21.293848037719727,21.35566647255608,21.20955017203379,21.299467895432123,15239165
2007-05-23,21.27699089050293,21.41186881050386,21.248891598737178,21.26013131544348,20107400
2007-05-24,21.08591079711914,21.35566660807632,21.01285264639438,21.31632760383991,24805266
2007-05-25,21.12525177001953,21.153352380903705,21.024094321127606,21.07467304557357,11255895
2007-05-29,21.21516990661621,21.226409622674847,21.10277274602984,21.170211042381663,9929985
2007-05-30,21.361286163330078,21.361286163330078,21.085910498524402,21.085910498524402,16626748
2007-05-31,21.299468994140625,21.439966763723106,21.24326909459249,21.41748733171395,13721342
2007-06-01,21.366918563842773,21.406257588185568,21.28823919563133,21.333198080594524,8891390
2007-06-04,21.33881187438965,21.33881187438965,21.27137225076298,21.29947154413851,12312831
2007-06-05,21.209556579589844,21.28823461133257,21.153356665962324,21.1814559630133,17915974
2007-06-06,21.029712677001953,21.130871438192234,20.979133956169417,21.130871438192234,18752069
2007-06-07,20.6756534576416,21.052187816765485,20.619454890395474,20.951030395722455,31728533
2007-06-08,20.917320251464844,20.922940110960955,20.63632463760813,20.698143092065347,22664803
2007-06-11,21.012855529785156,21.063434256458113,20.79929826700417,20.906076898394662,24159975
2007-06-12,20.726245880126953,21.046580544011206,20.681286999448666,20.872363561857114,25845214
2007-06-13,21.1196346282959,21.13087434558293,20.799298727039286,20.799298727039286,15413228
2007-06-14,21.08591079711914,21.198309271605495,21.04657179288273,21.063431366126906,23017607
2007-06-15,21.161630630493164,21.30854705726813,21.144678888181303,21.30854705726813,11822770
2007-06-18,21.155981063842773,21.28029517349431,21.105125834469433,21.223789363079483,9990181
2007-06-19,21.246387481689453,21.246387481689453,21.04861453090734,21.076868757260964,10070934
2007-06-20,20.873445510864258,21.291592411077218,20.794337390864836,21.24073586433892,25588058
2007-06-21,20.907352447509766,20.935606678919548,20.62482074732307,20.850846638167983,47156286
2007-06-22,20.641775131225586,20.845198724361683,20.511810426371706,20.845198724361683,47396331
2007-06-25,20.477909088134766,20.73783852515448,20.336643205123114,20.534416237382946,40562066
2007-06-26,20.28578758239746,20.59092167167137,20.28578758239746,20.494861775217213,36617449
2007-06-27,20.59091567993164,20.59091567993164,20.229274547708695,20.28578167944851,36680599
2007-06-28,20.557010650634766,20.70392705932519,20.432696562244608,20.590914131085164,32559827
2007-06-29,20.44400405883789,20.681329822286457,20.229279295955884,20.579619349410972,37310133
2007-07-02,20.619171142578125,20.749135836956132,20.44965237978823,20.732184093351037,18315064
2007-07-03,20.79999351501465,20.81694658735333,20.69263245955072,20.69263245955072,18100132
2007-07-05,20.624814987182617,20.76608079782296,20.579610352334033,20.624814987182617,24871247
2007-07-06,20.726533889770508,20.732184471075154,20.540062053239193,20.62482209954788,16083138
2007-07-09,20.641775131225586,20.73783634613647,20.602221059625425,20.709583437850636,19663255
2007-07-10,20.206674575805664,20.52311110083031,20.116265277289145,20.500507449462237,52127187
2007-07-11,20.27448081970215,20.347938367294976,20.082358426366376,20.127564397777693,55021761
2007-07-12,20.647430419921875,20.720889324950676,20.35359745328539,20.370549202121413,40793370
2007-07-13,20.726533889770508,20.79434219216525,20.613520936938585,20.709582145856565,26303516
2007-07-16,20.653072357177734,20.867797072692415,20.630470034858043,20.675676006236234,29971649
2007-07-17,20.72088623046875,20.8225980350345,20.653077918511865,20.653077918511865,34954984
2007-07-18,20.45530891418457,20.901708939253254,20.21233119831882,20.51181474264668,62410223
2007-07-19,20.387500762939453,20.62482789793384,20.302742019540993,20.517465496223107,40433180
2007-07-20,20.0314998626709,20.432694997492863,19.935438682012514,20.410091352184914,86443405
2007-07-23,20.020200729370117,20.21797236360453,19.935440699418958,20.00324898872763,44589774
2007-07-24,19.517295837402344,19.873286408576064,19.370379409633554,19.72071807325957,94807681
2007-07-25,19.60770034790039,19.765917887990938,19.353421637250474,19.630302664093545,91805026
2007-07-26,19.14435577392578,19.387332087164324,18.839220415314138,19.268668557716282,105488206
2007-07-27,18.84486961364746,19.330824857945284,18.839219032980687,19.08784723579637,95817101
2007-07-30,19.20085906982422,19.22346139118933,18.647096889424038,19.04829074713223,103138720
2007-07-31,18.590593338012695,19.477743909543406,18.590593338012695,19.376032117081866,121875278
2007-08-01,18.79966926574707,18.91833148687442,18.370221056687846,18.697957463755927,123089167
2007-08-02,18.923978805541992,19.155655263123148,18.754460061166448,19.01438942168706,81025282
2007-08-03,18.115938186645508,18.935280348858043,18.093335863837797,18.760109693620613,165871095
2007-08-06,19.04264259338379,19.07089549672199,18.059430943303752,18.18939562539831,141115193
2007-08-07,19.178258895874023,19.443840200240533,18.856173104597673,18.9465837331748,122980347
2007-08-08,19.635955810546875,19.88458397465668,19.22345950587244,19.319519362253203,134714239
