,S
2007-03-16,1.0175760845282191
2007-03-19,1.0155121259893232
2007-03-20,1.0184574012347043
2007-03-22,1.0177775668365985
2007-03-23,1.0136985488849544
2007-03-26,1.0062093882965608
2007-03-27,1.0000021513027069
2007-03-28,1.0003880819582065
2007-03-29,0.994315176820144
2007-03-30,0.995436211220983
2007-04-02,0.9993650877948094
2007-04-03,1.0173450437148437
2007-04-04,1.0191288729263752
2007-04-05,1.0374164155542145
2007-04-06,1.0519523386931324
2007-04-09,1.0368556828307054
2007-04-10,1.0362551597087017
2007-04-11,1.0365202771390167
2007-04-12,1.0369971838440923
2007-04-13,1.046892889451686
2007-04-16,1.0472486155292047
2007-04-17,1.0694628878314132
2007-04-18,1.0795471158772325
2007-04-19,1.0779315530045968
2007-04-20,1.0844951583596867
2007-04-23,1.0855138763829915
2007-04-24,1.081498281297577
2007-04-25,1.0873084231668866
2007-04-26,1.101225292141945
2007-04-27,1.11030800270287
2007-05-01,1.0878757155773087
2007-05-02,1.0904770656762186
2007-05-07,1.093880986814624
2007-05-08,1.0992374800684679
2007-05-09,1.0929229039169284
2007-05-10,1.0929790429516397
2007-05-11,1.0995522006088585
2007-05-14,1.1026101331208495
2007-05-15,1.1070232995877565
2007-05-16,1.1080982649602125
2007-05-17,1.1274954542430693
2007-05-18,1.1141657725440213
2007-05-21,1.106542419635905
2007-05-22,1.1034944803145432
2007-05-23,1.097641337847498
2007-05-24,1.0974570186474462
2007-05-25,1.083033492728008
2007-05-28,1.0768685262219297
2007-05-29,1.0798397627432321
2007-05-30,1.0216964181589712
2007-05-31,1.021789823266995
2007-06-01,1.0173301909296106
2007-06-04,0.9648022831941728
2007-06-05,0.9433040500652577
2007-06-06,0.9506751159807987
2007-06-07,0.9312319727328299
2007-06-08,0.9183792294030519
2007-06-11,0.9151890575553213
2007-06-12,0.9059652129854637
2007-06-13,0.8601164808382907
2007-06-14,0.8547881124624243
2007-06-15,0.864350965812051
2007-06-18,0.8336921485933997
2007-06-19,0.8432488864719789
2007-06-20,0.8335911838391985
2007-06-21,0.8133635771429172
2007-06-22,0.8080894494479322
2007-06-25,0.8126963680554997
2007-06-26,0.8092305200600505
2007-06-27,0.8253619218215557
2007-06-28,0.8448633144152574
2007-06-29,0.8097664893953154
2007-07-02,0.8242682236702412
2007-07-03,0.8069938506587793
2007-07-04,0.8115010919501492
2007-07-05,0.8073294070773352
2007-07-06,0.795442768360378
2007-07-09,0.7943796248947054
2007-07-10,0.7906691982570876
2007-07-11,0.7810582985626109
2007-07-12,0.7766182641719686
2007-07-13,0.7560638717432561
2007-07-17,0.757528547497043
2007-07-18,0.7582184134668751
2007-07-19,0.7460968859489707
2007-07-20,0.7449184081144126
2007-07-23,0.7549331099719243
2007-07-24,0.7611141097052383
2007-07-25,0.7537385141623224
2007-07-26,0.7353202083440173
2007-07-27,0.740031817189936
2007-07-30,0.7760023992322628
2007-07-31,0.7702067186944075
2007-08-01,0.7379623919014744
2007-08-02,0.7777550502150492
2007-08-03,0.7799905968072947
2007-08-06,0.7838488446056682
2007-08-07,0.7774241632783816
