Date,7203.T,7267.T,7201.T,7261.T,7269.T,6758.T,6861.T,6902.T,6501.T,6752.T,6702.T,6503.T,6762.T,6971.T,8316.T,8411.T,8766.T,8801.T,9432.T,9433.T,9983.T,2914.T,4452.T,4911.T,7751.T,4502.T,4503.T,4519.T,4568.T,6301.T,6326.T,7011.T,7012.T,4063.T,5401.T,3407.T,9020.T,9022.T,9984.T
2008-09-17,577.6760864257812,659.459716796875,483.067626953125,1589.1534423828125,372.66162109375,618.25634765625,3863.707763671875,427.0252685546875,535.8223266601562,1419.9443359375,511.3404541015625,534.7342529296875,256.46490478515625,699.5156860351562,1050.3848876953125,2012.619873046875,667.309326171875,536.6211547851562,27.112199783325195,292.0442810058594,3052.60791015625,1051.67529296875,2075.53271484375,1948.1409912109375,2007.264404296875,2562.66552734375,542.9931640625,395.75067138671875,659.1282958984375,1072.6099853515625,456.4574279785156,324.3346252441406,1587.3531494140625,735.0732421875,435.34747314453125,284.474609375,1943.2060546875,1763.86279296875,177.41744995117188
2008-09-18,560.0562133789062,629.574951171875,470.4601745605469,1617.916259765625,367.73748779296875,564.7200927734375,3789.8916015625,406.8109130859375,537.29443359375,1374.6497802734375,519.13525390625,506.8909912109375,245.73828125,687.2586669921875,981.2584228515625,1925.3250732421875,630.0184936523438,497.57135009765625,26.767559051513672,286.084228515625,2915.8828125,1010.8571166992188,2010.6729736328125,1857.705322265625,1992.09619140625,2485.447021484375,519.2296752929688,392.43701171875,643.7487182617188,1011.6458129882812,439.62945556640625,311.83349609375,1579.9700927734375,703.61083984375,412.59783935546875,271.5438232421875,1913.1180419921875,1728.1087646484375,168.3621063232422
2008-09-19,594.0372924804688,663.4442749023438,500.98370361328125,1664.6561279296875,400.827880859375,581.9898681640625,3943.352783203125,429.552001953125,554.22265625,1432.8856201171875,541.740234375,534.7342529296875,253.05201721191406,727.5311279296875,1111.0810546875,2167.809326171875,720.3013916015625,518.9859008789062,27.51429557800293,282.6075134277344,2865.65673828125,1027.6644287109375,2017.5003662109375,1853.937255859375,2153.890869140625,2485.447021484375,509.7243957519531,391.2536315917969,636.058837890625,1148.0606689453125,485.90631103515625,341.0028076171875,1675.9495849609375,745.0838012695312,457.06317138671875,274.62255859375,1940.6988525390625,1758.7557373046875,179.31790161132812
2008-09-22,612.9157104492188,697.3140869140625,532.8342895507812,1707.8004150390625,415.6003723144531,607.8943481445312,3853.995361328125,448.081787109375,538.0302734375,1436.48046875,552.6530151367188,560.4359130859375,257.927734375,723.1537475585938,1139.743408203125,2230.855712890625,749.7416381835938,545.4390869140625,27.227087020874023,287.5743103027344,2790.318115234375,1015.6591796875,1921.9169921875,1793.646728515625,2199.395751953125,2538.53466796875,531.1113891601562,389.8333740234375,631.6646118164062,1189.106201171875,488.7107849121094,335.4467468261719,1727.630859375,770.8258056640625,468.4379577636719,294.3265380859375,1905.5963134765625,1741.7298583984375,174.2871856689453
2008-09-24,605.3643188476562,683.3674926757812,532.8342895507812,1689.8236083984375,410.67626953125,592.351806640625,4001.62841796875,450.6084289550781,541.7105102539062,1408.441162109375,524.5919189453125,564.0054931640625,261.3407897949219,740.6635131835938,1153.2315673828125,2211.456298828125,745.8160400390625,526.543701171875,27.51429557800293,297.0111083984375,2882.39892578125,1034.8677978515625,2017.5003662109375,1801.1826171875,2133.666259765625,2606.099609375,538.2406005859375,395.27740478515625,648.142822265625,1186.0882568359375,476.7911682128906,329.1961669921875,1712.86474609375,759.3851318359375,462.2334899902344,292.479248046875,1948.2215576171875,1787.6993408203125,171.49234008789062
2008-09-25,598.347412109375,661.711669921875,513.3239135742188,1689.8236083984375,404.3490295410156,590.6094360351562,4125.95166015625,453.5013427734375,543.9276123046875,1385.5306396484375,519.0943603515625,561.1279296875,261.8347473144531,747.7173461914062,1170.2657470703125,2245.404296875,766.3577880859375,520.4653930664062,27.65955924987793,301.2720031738281,2927.043701171875,1026.654541015625,2033.3536376953125,1797.3748779296875,2128.6103515625,2668.89794921875,538.2404174804688,403.79840087890625,654.8247680664062,1136.6424560546875,486.0010070800781,334.0886535644531,1705.4818115234375,762.2725219726562,463.2794189453125,288.7294921875,1924.2310791015625,1761.1954345703125,169.25640869140625
2008-09-26,604.7263793945312,669.7324829101562,509.9600524902344,1646.402099609375,399.40594482421875,594.0939331054688,4158.97412109375,456.90472412109375,540.2322998046875,1397.8946533203125,497.8909606933594,551.056640625,260.8467102050781,728.319091796875,1173.6728515625,2269.65283203125,774.2581176757812,529.3297729492188,28.240652084350586,316.31048583984375,2893.56005859375,1014.5762939453125,2036.800537109375,1778.3348388671875,2098.274169921875,2781.737060546875,547.8734741210938,401.1947326660156,648.142822265625,1106.7308349609375,474.6658935546875,327.09942626953125,1639.0340576171875,752.1664428710938,448.63848876953125,285.60479736328125,1936.8580322265625,1773.164794921875,159.6421356201172
2008-09-29,585.5894775390625,643.6649780273438,488.4314270019531,1516.1375732421875,381.2151184082031,590.6094360351562,4104.58251953125,437.33514404296875,535.0592041015625,1381.8936767578125,493.1790771484375,527.31640625,262.3288269042969,727.4373779296875,1154.93505859375,2235.704833984375,772.2832641601562,529.3297729492188,27.54334831237793,318.8169250488281,3041.447265625,1000.0826416015625,2016.1220703125,1789.7591552734375,2057.825439453125,2713.05224609375,550.28173828125,416.1063537597656,624.7562255859375,1054.23291015625,472.5404968261719,322.2069396972656,1587.3531494140625,736.2860107421875,431.9060363769531,283.10491943359375,1967.16015625,1740.67626953125,161.98983764648438
2008-09-30,558.7979125976562,619.6027221679688,468.9210510253906,1512.5189208984375,379.2379455566406,552.2808837890625,4040.478515625,432.23016357421875,530.6249389648438,1305.5263671875,457.8397521972656,497.101806640625,253.93028259277344,694.8129272460938,1073.169677734375,2143.56103515625,738.705810546875,496.65826416015625,27.252798080444336,295.2565612792969,2943.78564453125,951.7689819335938,1947.1947021484375,1785.950927734375,1931.42333984375,2575.682373046875,526.19921875,402.8515625,600.2560424804688,1022.4898681640625,459.07977294921875,311.72296142578125,1609.5020751953125,705.9683837890625,404.71575927734375,274.3554992675781,1984.83740234375,1701.3489990234375,150.13958740234375
2008-10-01,569.0040893554688,629.6286010742188,468.2481384277344,1498.045166015625,374.0970153808594,559.2496948242188,4065.732421875,427.97589111328125,534.3202514648438,1338.982421875,471.1903076171875,517.2448120117188,262.3288269042969,703.6304931640625,1115.7554931640625,2182.358642578125,778.208740234375,501.7236633300781,27.194698333740234,296.76043701171875,2963.318603515625,992.83544921875,1960.9798583984375,1839.2626953125,2012.3204345703125,2708.145751953125,551.4856567382812,409.005615234375,611.392578125,1027.3731689453125,461.2051696777344,315.217529296875,1535.672119140625,716.0741577148438,407.8531494140625,271.2307434082031,2020.190673828125,1709.898681640625,142.42581176757812
2008-10-02,549.8672485351562,601.5560302734375,449.41070556640625,1320.7401123046875,359.4653015136719,526.147705078125,3978.318359375,396.49456787109375,524.7127685546875,1304.07177734375,493.1790771484375,473.36181640625,252.4482421875,699.2216186523438,1086.7969970703125,2133.86181640625,772.2832641601562,493.6191101074219,28.240652084350586,301.2720031738281,3038.6572265625,954.18505859375,1995.4432373046875,1869.726806640625,2027.4888916015625,2742.48779296875,561.11865234375,423.4437561035156,605.8241577148438,917.4937133789062,422.2399597167969,303.3357849121094,1454.45849609375,711.7431030273438,373.3424987792969,263.1062927246094,2002.5137939453125,1718.447998046875,145.8914794921875
2008-10-03,520.5239868164062,568.4703369140625,417.7904968261719,1299.0294189453125,352.34722900390625,524.4054565429688,3805.43212890625,376.0742492675781,509.193115234375,1296.7984619140625,491.6083984375,443.1471862792969,232.6871795654297,675.4144287109375,1068.059326171875,2114.462890625,766.3577880859375,473.86407470703125,28.53117561340332,295.2565612792969,3451.62451171875,920.3659057617188,1964.4266357421875,1827.8389892578125,1941.53515625,2732.676513671875,561.11865234375,425.5740966796875,593.5739135742188,843.019775390625,387.5257263183594,290.0561218261719,1388.01123046875,710.29931640625,361.8388977050781,248.73236083984375,2032.8165283203125,1699.6390380859375,151.4811553955078
2008-10-06,497.5596618652344,542.4031372070312,392.89794921875,1230.2784423828125,340.87908935546875,489.5613098144531,3879.249267578125,359.9081115722656,484.8050537109375,1215.33935546875,460.1957092285156,425.8818054199219,225.7706756591797,657.7797241210938,1032.2869873046875,1949.573974609375,748.5814208984375,446.00469970703125,27.13658905029297,295.7578430175781,3365.123779296875,847.8960571289062,1988.5511474609375,1892.5750732421875,1860.637939453125,2717.957763671875,546.6693725585938,412.08251953125,601.36962890625,764.2728881835938,361.312744140625,272.5828552246094,1277.2657470703125,694.4186401367188,333.60302734375,238.7331085205078,1994.93798828125,1663.7310791015625,140.7489471435547
