Date,Open,High,Low,Close,Volume,Turnover,Turnover_MA20
2005-04-12,90.9449,91.8619,90.32,91.5777,112205091,0.12467232333333333,0.09410182022222222
2005-04-13,91.4683,91.6617,90.3764,90.5027,85621141,0.0951346011111111,0.09435898961111111
2005-04-14,90.61,90.6635,89.3295,89.3295,129148331,0.14349814555555557,0.09600907888888889
2005-04-15,89.3036,89.6498,88.0295,88.0669,173763858,0.19307095333333332,0.10114493466666667
2005-04-18,88.0487,88.695,87.9176,88.3424,130023851,0.14447094555555556,0.10391239116666666
2005-04-19,88.8039,89.2758,88.5973,89.0537,88656624,0.09850736,0.10441438805555556
2005-04-20,89.0451,89.2125,87.6027,87.7854,148844377,0.16538264111111112,0.10596289127777778
2005-04-21,88.5636,89.6596,88.2449,89.5083,113367309,0.12596367666666666,0.10708039555555555
2005-04-22,89.3036,89.8757,88.1665,89.1683,116441678,0.12937964222222223,0.10980359011111111
2005-04-25,89.3973,89.8757,89.2854,89.7505,67871463,0.07541273666666666,0.1101940715
2005-04-26,89.4795,90.0931,88.8363,88.8823,97680646,0.10853405111111111,0.1103609523888889
2005-04-27,88.6242,89.5533,88.2985,89.2315,110411018,0.12267890888888888,0.11196589377777777
2005-04-28,88.9359,89.2576,88.1119,88.1119,96261281,0.10695697888888889,0.112629818
2005-04-29,88.7855,89.4069,87.9261,89.312,135165377,0.15018375222222222,0.1131258598888889
2005-05-02,89.5533,89.803,89.1415,89.803,72660708,0.08073412,0.11200620966666666
2005-05-03,89.5533,90.1571,89.2576,89.9666,112651084,0.1251678711111111,0.11465846388888887
2005-05-04,89.9916,90.8453,89.713,90.6635,106913208,0.11879245333333334,0.11675932488888889
2005-05-05,90.7897,91.0378,90.0739,90.6289,126141487,0.14015720777777776,0.12036665905555557
2005-05-06,90.9822,91.0283,90.32,90.3381,90213901,0.10023766777777778,0.12074885255555554
2005-05-09,90.4501,91.1134,90.3102,90.8904,56998543,0.06333171444444445,0.12061338755555558
2005-05-10,90.5564,90.6635,89.7936,89.9666,97252668,0.10805852,0.11978269738888889
2005-05-11,90.2097,90.5735,89.3905,90.4645,119295448,0.13255049777777778,0.12165349222222221
2005-05-12,90.52,90.718,89.0537,89.471,123874723,0.1376385811111111,0.121360514
2005-05-13,89.7227,89.9666,88.5715,89.2854,110742945,0.12304771666666667,0.11785935216666665
2005-05-16,89.266,90.1478,89.2392,90.1198,63964862,0.0710720688888889,0.11418940833333333
2005-05-17,89.8204,90.809,89.625,90.7086,79603309,0.08844812111111111,0.11368644638888889
2005-05-18,91.1038,91.8713,91.0463,91.6523,101166140,0.11240682222222222,0.11103765544444444
2005-05-19,91.8265,92.1394,91.5777,92.0455,81460507,0.09051167444444444,0.10926505533333333
2005-05-20,92.0926,92.1203,91.6157,91.9098,60171548,0.06685727555555555,0.10613893699999999
2005-05-23,91.9843,92.6083,91.9651,92.4159,66482810,0.07386978888888888,0.1060617896111111
2005-05-24,92.1567,92.463,91.9749,92.2142,66100846,0.07344538444444444,0.10430735627777776
2005-05-25,92.101,92.4906,91.6895,92.1394,62840231,0.06982247888888889,0.10166453477777777
2005-05-26,92.4256,92.7385,92.2973,92.616,56457030,0.06273003333333334,0.0994531875
2005-05-27,92.6248,92.7771,92.4351,92.7771,31938170,0.03548685555555556,0.09371834266666666
2005-05-31,92.6438,92.7002,92.1298,92.195,58235805,0.06470645,0.09291695916666667
2005-06-01,92.2321,93.2955,92.1662,92.9691,90578238,0.10064248666666667,0.09169068994444443
2005-06-02,92.7573,93.2401,92.6618,93.1749,52473180,0.05830353333333333,0.08866624394444445
2005-06-03,93.0075,93.2774,92.3681,92.6812,79132178,0.08792464222222222,0.08605461566666667
2005-06-06,92.5987,92.7289,92.2514,92.6083,47090192,0.05232243555555555,0.08365885405555555
2005-06-07,92.8868,93.5473,92.5987,92.6715,86439762,0.09604418,0.08529447733333333
2005-06-08,92.9128,93.0449,92.3319,92.5167,64835717,0.07203968555555555,0.0834935356111111
2005-06-09,92.3777,93.0353,92.1567,92.95,74095502,0.08232833555555556,0.0809824275
2005-06-10,93.017,93.0735,92.2886,92.7289,47313638,0.05257070888888889,0.07672903388888888
2005-06-13,92.5451,93.4095,92.4437,93.0353,64161616,0.07129068444444445,0.07414118227777779
2005-06-14,92.931,93.5205,92.8782,93.2497,44069738,0.04896637555555555,0.07303589761111111
2005-06-15,93.4833,93.5386,92.7573,93.4192,69849454,0.07761050444444445,0.07249401677777778
2005-06-16,93.4192,93.8527,93.2955,93.6622,60481961,0.0672021788888889,0.0702337846111111
2005-06-17,93.778,94.0575,92.9598,93.6525,69674611,0.07741623444444444,0.06957901261111112
2005-06-20,93.4095,94.0105,93.3052,93.6622,54743056,0.06082561777777778,0.06927742972222221
2005-06-21,93.7494,93.8621,93.3711,93.7309,51922987,0.057692207777777775,0.06846855066666667
2005-06-22,93.8813,94.0766,93.4095,93.8056,60507627,0.06723069666666667,0.06815781627777777
2005-06-23,93.6144,93.8153,92.463,92.481,81419546,0.09046616222222222,0.06919000044444444
2005-06-24,92.5002,92.5987,91.6981,91.7987,76717789,0.08524198777777778,0.07031559816666667
2005-06-27,91.789,92.1394,91.6254,91.9375,66314322,0.07368258,0.07222538438888888
2005-06-28,92.1298,92.7672,92.1107,92.6812,55236612,0.06137401333333333,0.07205876255555556
2005-06-29,92.8698,92.8868,92.3969,92.463,55809757,0.06201084111111111,0.07012718027777778
2005-06-30,92.7483,92.8324,91.7708,91.9566,80752313,0.08972479222222222,0.07169824322222222
2005-07-01,92.1662,92.4351,91.9843,92.2321,64528799,0.07169866555555555,0.07088694438888889
2005-07-05,92.1479,93.0735,91.9651,92.9598,66817081,0.07424120111111111,0.07198288266666666
2005-07-06,92.8868,93.0735,92.1394,92.195,70081196,0.07786799555555556,0.07107407344444445
2005-07-07,91.2597,92.5549,91.2504,92.5549,133847627,0.14871958555555556,0.07490806844444445
2005-07-08,92.5719,93.6144,92.3586,93.6144,83664926,0.0929610288888889,0.07543970311111112
2005-07-11,93.6237,94.1893,93.6047,94.0766,64510392,0.07167821333333334,0.07639507833333334
2005-07-12,94.0479,94.6211,93.8527,94.3186,67617812,0.07513090222222223,0.07658708922222222
2005-07-13,94.3283,94.5359,94.1141,94.4605,53526269,0.059473632222222225,0.07711245205555554
2005-07-14,94.8489,95.2317,94.5081,94.8489,83956810,0.09328534444444445,0.07789619405555556
2005-07-15,94.7456,94.9255,94.3943,94.7819,72760901,0.08084544555555556,0.0785783573888889
2005-07-18,94.5167,94.6211,94.1512,94.3855,73693063,0.08188118111111112,0.07880160472222222
2005-07-19,94.6882,94.9646,94.442,94.9064,77137207,0.08570800777777778,0.08004572422222223
2005-07-20,94.5933,95.4517,94.3378,95.2317,90220508,0.10024500888888889,0.08217336427777777
2005-07-21,95.3178,95.3656,94.489,94.6977,130638853,0.14515428111111112,0.08606954350000001
2005-07-22,94.8203,95.3276,94.6211,95.3178,72497401,0.08055266777777778,0.08557386877777778
2005-07-25,95.2032,95.6241,94.7916,95.0413,74654387,0.08294931888888889,0.08545923533333333
2005-07-26,95.0701,95.3178,94.4041,95.1743,55541585,0.06171287222222222,0.08486074994444445
2005-07-27,95.2891,95.5763,94.9255,95.5096,58666374,0.06518486,0.08505129227777777
2005-07-28,95.6626,96.1793,95.3848,96.122,62794999,0.06977222111111112,0.08543936127777778
2005-07-29,95.9975,96.1699,95.2891,95.4614,80939598,0.08993288666666667,0.085449766
2005-08-01,95.5475,95.7007,95.2414,95.3943,55656294,0.06184032666666667,0.08495684905555556
2005-08-02,95.5668,96.1505,95.4614,95.9878,59936952,0.06659661333333333,0.08457461966666667
2005-08-03,95.8729,96.2757,95.7678,96.256,48213913,0.05357101444444445,0.08335977061111112
2005-08-04,95.8539,95.9113,95.337,95.4517,66159563,0.07351062555555556,0.0795993226111111
2005-08-05,95.2414,95.6528,94.6594,94.8203,69617710,0.0773530111111111,0.07881892172222223
2005-08-08,95.0222,95.2032,94.4135,94.6404,62526702,0.06947411333333334,0.07870871672222222
2005-08-09,94.9351,95.3563,94.8106,95.1935,61596618,0.06844068666666667,0.07837420594444444
2005-08-10,95.5382,96.0739,94.7733,95.1648,94769722,0.10529969111111111,0.08066550888888888
2005-08-11,95.1075,95.6912,94.8967,95.5382,76325197,0.08480577444444444,0.0802415303888889
2005-08-12,95.337,95.4232,94.7169,94.9351,71045628,0.07893958666666667,0.08014623744444445
2005-08-15,95.0701,95.5668,94.7819,95.5382,46957078,0.05217453111111111,0.07866090494444444
2005-08-16,95.2317,95.3083,94.1801,94.2842,93673080,0.1040812,0.07957956455555557
2005-08-17,94.2651,94.8106,94.1426,94.2748,81024622,0.09002735777777778,0.079068682
2005-08-18,94.1512,94.5742,94.0105,94.2651,69401776,0.07711308444444444,0.07566662216666667
2005-08-19,94.6211,94.7733,94.2748,94.489,51787026,0.05754114,0.07451604577777778
2005-08-22,94.5839,95.0701,94.0383,94.489,90662870,0.10073652222222222,0.07540540594444445
2005-08-23,94.5167,94.602,93.4735,94.3093,73570968,0.08174552,0.07640703833333334
2005-08-24,94.0766,94.7073,93.4192,93.4735,102573449,0.11397049888888888,0.07884632027777778
2005-08-25,93.6431,93.8716,93.5301,93.8153,46202873,0.051336525555555554,0.0779245355
2005-08-26,93.7309,93.7396,93.1023,93.1749,80310082,0.08923342444444445,0.07788956238888889
2005-08-29,92.95,93.9578,92.8782,93.8813,72846444,0.08094049333333334,0.07884457072222222
2005-08-30,93.5473,93.5952,92.8868,93.3903,96333211,0.10703690111111111,0.08086658511111111
2005-08-31,93.511,94.6499,93.1577,94.5839,133525414,0.14836157111111112,0.08560611294444445
2005-09-01,94.5265,95.0032,94.0766,94.5081,96667869,0.10740874333333333,0.08730101883333333
2005-09-02,94.7916,94.8203,94.1512,94.3283,61770555,0.06863395,0.08686506577777778
2005-09-06,94.6499,95.5188,94.6404,95.4327,74213319,0.08245924333333333,0.08751432227777778
2005-09-07,95.3848,95.7774,95.251,95.5859,54141145,0.060156827777777776,0.08710012933333333
2005-09-08,95.4041,95.6626,95.1456,95.2891,50644504,0.05627167111111111,0.08464872833333334
2005-09-09,95.5475,96.2757,95.5188,96.1505,57175720,0.06352857777777778,0.08358486849999999
2005-09-12,96.0356,96.2082,95.8825,95.9495,42810053,0.04756672555555556,0.08201622544444444
2005-09-13,95.7581,96.007,95.3083,95.4041,75795606,0.08421734,0.0836183658888889
2005-09-14,95.4712,95.5954,94.9064,95.0604,71540874,0.07948986,0.08238879888888889
2005-09-15,95.2988,95.3943,94.8394,95.0032,95466765,0.10607418333333334,0.08319114016666666
2005-09-16,95.0509,95.4614,94.8106,95.2891,97773183,0.10863687,0.08476732944444444
2005-09-19,95.2605,95.3178,94.6306,94.9552,69181180,0.07686797777777778,0.08573367133333334
2005-09-20,95.0604,95.3656,94.0287,94.1512,110175645,0.12241738333333334,0.08681771438888888
2005-09-21,93.9675,94.0287,93.1845,93.2955,122503575,0.13611508333333333,0.08953619255555555
2005-09-22,93.3052,93.8716,92.9222,93.6334,109657329,0.12184147666666667,0.08992974144444445
2005-09-23,93.5386,94.0479,93.2861,93.7031,76949791,0.08549976777777778,0.09163790355555555
2005-09-26,94.1141,94.3093,93.4095,93.8056,91280078,0.1014223088888889,0.0922473477777778
2005-09-27,93.7683,94.1141,93.3617,93.7874,85746085,0.09527342777777778,0.09296399450000001
2005-09-28,94.0669,94.2086,93.5205,93.8716,76093713,0.08454857,0.09183957794444444
2005-09-29,93.7874,94.801,93.4095,94.6499,86381438,0.09597937555555555,0.08922046816666668
2005-09-30,94.6116,94.9255,94.4794,94.9255,61989726,0.06887747333333333,0.08729390466666667
2005-10-03,94.8679,95.1743,94.4794,94.602,66123921,0.07347102333333333,0.08753575833333334
2005-10-04,94.7456,94.916,93.4833,93.5301,78783522,0.08753724666666667,0.0877896585
2005-10-05,93.5855,93.6047,92.2706,92.307,137472971,0.15274774555555556,0.09241920438888888
2005-10-06,92.307,92.7853,91.1757,91.9749,183032972,0.2033699688888889,0.09977411927777778
2005-10-07,92.3499,92.616,91.9192,92.2886,98069223,0.10896580333333333,0.10204598055555555
2005-10-10,92.3413,92.3499,91.2597,91.497,68279479,0.07586608777777777,0.10346094866666666
2005-10-11,91.8072,92.1203,91.277,91.3795,98044849,0.10893872111111111,0.10469701772222222
2005-10-12,91.342,91.9192,90.5813,90.6635,130292275,0.14476919444444444,0.10796098444444446
2005-10-13,90.6635,91.1134,90.1839,90.6001,128413310,0.14268145555555556,0.10979134805555557
2005-10-14,91.1392,91.6715,90.6905,91.5498,114911881,0.1276798677777778,0.11074349794444445
2005-10-17,91.634,92.0264,91.3956,91.9,89396187,0.09932909666666667,0.11186655388888891
2005-10-18,91.7797,91.7797,90.8732,90.8904,97234528,0.10803836444444445,0.11114760294444445
2005-10-19,90.6905,92.4351,90.3666,92.4159,151096487,0.16788498555555556,0.11273609805555555
2005-10-20,92.2044,92.4437,90.5027,90.7897,171238654,0.1902651711111111,0.11615728277777777
2005-10-21,91.2022,91.6435,90.6721,91.1479,125179125,0.13908791666666667,0.11883669022222221
2005-10-24,91.3872,92.6535,91.3613,92.5633,93813319,0.1042370211111111,0.11897742583333334
2005-10-25,92.3586,92.7672,91.7613,92.3586,99874829,0.11097203222222222,0.11976235605555556
2005-10-26,92.2706,92.9978,91.9651,92.1107,107185396,0.11909488444444444,0.12148967177777778
2005-10-27,91.9749,92.1107,90.9822,91.1221,88517161,0.09835240111111111,0.12160832305555555
2005-10-28,91.3795,92.5549,91.1221,92.4351,94563893,0.10507099222222223,0.12341799900000001
2005-10-31,92.8132,93.5952,92.6715,92.6715,103887186,0.11543020666666666,0.12551595816666666
2005-11-01,93.0353,93.2861,92.7483,92.9598,86834554,0.09648283777777777,0.12596323772222223
2005-11-02,92.8324,93.9387,92.6715,93.9387,96807464,0.10756384888888888,0.1237040428888889
2005-11-03,94.2277,94.6499,93.9387,94.3283,110044865,0.12227207222222222,0.11964914805555556
2005-11-04,94.4327,94.4794,93.7874,94.1991,76673066,0.08519229555555556,0.11846047266666668
2005-11-07,94.4327,94.6116,94.0105,94.2996,60613648,0.06734849777777778,0.11803459316666667
2005-11-08,94.0862,94.4517,93.9675,94.2996,54640277,0.06071141888888889,0.11562322805555555
2005-11-09,94.1704,94.8586,94.0192,94.4229,74754188,0.08306020888888889,0.11253777877777778
2005-11-10,94.3763,95.3083,93.9387,95.1743,102584601,0.11398289,0.11110285049999999
2005-11-11,95.1838,95.5475,95.1168,95.4807,45192558,0.05021395333333333,0.10722955477777778
2005-11-14,95.4997,95.6817,95.1935,95.4232,58448502,0.06494278,0.10551023894444445
2005-11-15,95.4137,95.7486,94.801,95.0786,90200026,0.1002222511111111,0.10511943327777777
2005-11-16,95.1838,95.3178,94.8777,95.2798,66275828,0.0736398088888889,0.10040717444444444
2005-11-17,95.4712,96.189,94.9933,96.1793,72219126,0.08024347333333333,0.09490608955555556
2005-11-18,96.486,97.0026,95.9306,96.5619,93888498,0.10432055333333333,0.09316772138888889
2005-11-21,96.5812,97.0888,96.4475,97.0026,64837276,0.07204141777777778,0.09155794122222223
2005-11-22,96.8592,97.6065,96.7625,97.4233,86113272,0.09568141333333334,0.09079341027777778
2005-11-23,97.3768,98.3313,97.3378,98.0278,65915892,0.07323988,0.08850066005555556
2005-11-25,97.9786,98.2,97.8363,98.1117,19791566,0.021990628888888888,0.08468257144444444
2005-11-28,98.2185,98.2382,97.1838,97.3572,70658228,0.07850914222222222,0.08335447894444445
2005-11-29,97.7102,97.9786,97.2312,97.2312,67156923,0.07461880333333333,0.08131390877777778
2005-11-30,97.1838,97.6065,96.6962,96.7625,72684299,0.08076033222222222,0.0805277835
2005-12-01,97.1656,98.0278,97.1468,97.7492,84928245,0.09436471666666667,0.07986782688888888
2005-12-02,97.7492,98.0636,97.5868,97.8725,60560247,0.06728916333333333,0.07711868144444445
2005-12-05,97.7004,97.7786,97.309,97.652,76947461,0.08549717888888889,0.07713392561111111
2005-12-06,97.8919,98.5607,97.6911,97.8449,75101540,0.08344615555555555,0.0779388085
2005-12-07,97.8165,97.8919,96.9538,97.2218,86618494,0.09624277111111111,0.07971537611111111
2005-12-08,97.2896,97.8449,96.8014,97.1557,81148143,0.09016460333333333,0.08007059583333333
2005-12-09,97.3283,97.807,97.05,97.4419,65774492,0.07308276888888889,0.07802558977777777
2005-12-12,97.7589,97.8819,97.1276,97.548,62724095,0.06969343888888889,0.07899956405555555
2005-12-13,97.5003,98.5331,97.4137,98.2665,114909680,0.12767742222222223,0.08213629616666665
2005-12-14,98.1705,98.8293,98.1214,98.6296,83439014,0.09271001555555555,0.08176068438888888
2005-12-15,98.6591,98.7633,98.1607,98.3608,72464998,0.08051666444444444,0.08210452716666668
2005-12-16,98.2382,98.3127,97.4711,97.4711,59930982,0.06658998,0.08142185249999999
2005-12-19,97.7786,97.8919,96.9538,96.9634,63277152,0.07030794666666666,0.07972122216666666
2005-12-20,97.0598,97.3475,96.8014,97.05,60405364,0.0671170711111111,0.07947500483333333
2005-12-21,97.2992,97.7971,97.0404,97.1739,67147328,0.07460814222222223,0.07842134127777778
2005-12-22,97.4808,97.7492,97.2218,97.7492,41800255,0.04644472777777778,0.07708158366666666
2005-12-23,97.8165,97.8819,97.5198,97.7971,36261596,0.040290662222222225,0.07799658533333334
2005-12-27,97.9212,98.047,96.7531,96.8014,57683148,0.06409238666666667,0.07727574755555555
2005-12-28,96.9927,97.1557,96.8206,97.0026,39874494,0.044304993333333334,0.07576005705555557
2005-12-29,96.9735,97.1276,96.5044,96.6196,42816918,0.04757435333333333,0.07410075811111111
2005-12-30,96.313,96.5044,95.9594,96.0739,57866674,0.06429630444444444,0.0725973375
2006-01-03,96.6962,97.9986,95.9878,97.7589,95132758,0.10570306444444444,0.07451803255555554
2006-01-04,97.8819,98.3999,97.7589,98.2568,67715027,0.0752389188888889,0.07400511955555555
2006-01-05,98.1509,98.4769,97.8919,98.3127,61324692,0.06813854666666666,0.07323973911111112
2006-01-06,98.5331,99.1938,98.3029,99.0778,81517664,0.09057518222222222,0.07295635966666666
2006-01-09,99.0505,99.5686,99.0219,99.3463,56428390,0.06269821111111111,0.07158304005555556
2006-01-10,99.0119,99.501,98.946,99.4423,58280000,0.06475555555555555,0.07116667938888889
2006-01-11,99.5298,99.8547,99.3196,99.7779,64297448,0.07144160888888888,0.07125408788888889
2006-01-12,99.5784,99.749,99.0778,99.3652,52525154,0.05836128222222222,0.06778828088888889
2006-01-13,99.2235,99.4423,98.8886,99.2809,58149750,0.06461083333333334,0.06638332177777778
2006-01-17,98.8886,99.0605,98.6296,98.9843,67642052,0.07515783555555555,0.06611538033333333
2006-01-18,98.2185,98.9173,98.1412,98.6395,97398749,0.10822083222222222,0.06819692294444445
2006-01-19,98.8293,99.3463,98.6296,98.9647,101197116,0.11244124,0.0703035876111111
2006-01-20,98.8007,98.9647,97.1375,97.1375,149463008,0.1660700088888889,0.0752512345
2006-01-23,97.3941,97.8449,97.2702,97.5198,86973629,0.09663736555555555,0.07635269566666666
2006-01-24,97.7199,98.1313,97.5198,97.6337,68714974,0.07634997111111111,0.07784795783333334
2006-01-25,98.0374,98.1607,97.05,97.7199,113796839,0.12644093222222222,0.08215547133333333
2006-01-26,98.2382,98.5233,97.7971,98.3029,92503994,0.10278221555555556,0.08408996277777778
2006-01-27,98.4584,99.2622,98.3705,99.1561,85277028,0.09475225333333333,0.08661232577777778
2006-01-30,99.1076,99.3747,99.0023,99.0778,43698536,0.04855392888888889,0.08666130455555555
2006-01-31,98.9746,99.1561,98.3999,98.4098,94811841,0.10534649,0.08871381383333334
2006-02-01,98.7633,99.069,98.5429,99.0309,82387607,0.09154178555555556,0.0880057498888889
2006-02-02,98.7919,98.8589,97.8264,97.9112,108391683,0.12043520333333334,0.09026556411111111
2006-02-03,98.2,99.0309,97.2798,97.3941,111522565,0.12391396111111111,0.09305433483333334
2006-02-06,97.5382,97.8264,97.2992,97.6717,58992996,0.06554777333333334,0.0918029643888889
2006-02-07,97.4233,97.7199,96.7625,96.8014,92322796,0.10258088444444445,0.09379709805555556
2006-02-08,97.0694,97.807,96.8881,97.6814,77024576,0.08558286222222222,0.09483846338888889
2006-02-09,97.8725,98.4859,97.4808,97.5101,80392123,0.0893245811111111,0.09573261200000001
2006-02-10,97.5198,98.1117,96.7916,97.7004,83611785,0.09290198333333333,0.09745964705555557
2006-02-13,97.652,97.8165,97.1178,97.5101,67810159,0.0753446211111111,0.09799633644444444
2006-02-14,97.548,98.783,97.3187,98.5706,117939720,0.13104413333333334,0.10079065133333334
2006-02-15,98.5331,98.9746,98.2097,98.8886,110782869,0.12309207666666666,0.10153421355555556
2006-02-16,98.8886,99.6907,98.8689,99.652,79108589,0.08789843222222223,0.10030707316666668
2006-02-17,99.5874,99.652,99.1938,99.3747,52292637,0.05810293,0.09490871922222223
2006-02-21,99.6162,99.8348,98.9547,99.1165,60219760,0.06691084444444445,0.09342239316666666
2006-02-22,99.3463,100.026,99.2532,99.739,54877464,0.06097496,0.09265364261111111
2006-02-23,99.739,100.016,98.9547,99.5784,56322368,0.06258040888888888,0.08946061644444445
2006-02-24,99.5784,99.8946,99.3463,99.8348,47676807,0.05297423,0.08697021716666667
2006-02-27,99.8348,100.342,99.749,99.8746,46564096,0.051737884444444444,0.08481949872222222
2006-02-28,99.9125,100.239,98.8491,98.9173,96433659,0.10714851,0.08774922777777779
2006-03-01,99.2711,99.9046,99.1264,99.8268,63078715,0.07008746111111111,0.08598627633333333
2006-03-02,99.4423,99.8447,99.2136,99.8168,78610106,0.08734456222222223,0.08577641516666666
2006-03-03,99.2909,100.371,99.2532,99.3463,95174236,0.1057491511111111,0.08504211255555555
2006-03-06,99.5784,99.6609,98.6591,98.8689,74499497,0.08277721888888889,0.08298527544444444
2006-03-07,98.6296,98.8007,98.3215,98.7434,80084294,0.08898254888888889,0.08415701422222222
2006-03-08,98.5046,99.0778,98.1607,98.9271,86485129,0.09609458777777778,0.08383269938888889
2006-03-09,98.9547,99.2809,98.3127,98.3127,73338963,0.08148773666666667,0.08362794311111112
2006-03-10,98.6099,99.3936,98.3608,99.2038,78406488,0.08711832,0.08351763005555554
2006-03-13,99.3936,99.652,99.1561,99.3936,59279565,0.06586618333333333,0.08216584005555555
2006-03-14,99.3463,100.497,99.2136,100.458,90576548,0.10064060888888889,0.08343063944444444
2006-03-15,100.448,100.935,100.19,100.861,69233416,0.07692601777777777,0.08072473366666666
2006-03-16,100.973,101.424,100.916,101.091,86951336,0.09661259555555556,0.07940075961111112
2006-03-17,100.833,100.973,100.584,100.774,61290734,0.06810081555555555,0.07841087877777778
2006-03-20,100.833,100.973,100.487,100.609,59047429,0.06560825444444444,0.078786145
2006-03-21,100.467,101.051,99.8647,99.9773,113299914,0.12588879333333333,0.08173504244444445
2006-03-22,99.9225,100.676,99.8647,100.584,66894974,0.07432774888888889,0.08240268188888888
2006-03-23,100.497,100.592,100.036,100.409,60715784,0.06746198222222222,0.08264676055555556
2006-03-24,100.303,100.735,100.103,100.487,56012204,0.06223578222222222,0.08310983816666667
2006-03-27,100.332,100.526,100.103,100.322,42161608,0.04684623111111111,0.0828652555
2006-03-28,100.257,100.696,99.5586,99.7012,106396193,0.11821799222222222,0.0834187296111111
2006-03-29,99.8946,100.666,99.758,100.332,79758847,0.08862094111111112,0.08434540361111112
2006-03-30,100.409,101.041,99.9424,100.152,91471253,0.10163472555555556,0.08505991177777777
2006-03-31,100.322,100.497,99.8268,100.181,81558488,0.09062054222222223,0.08430348133333335
2006-04-03,100.371,100.943,99.9046,100.093,79881068,0.08875674222222223,0.0846024575
2006-04-04,100.084,100.842,99.8168,100.725,71042006,0.07893556222222223,0.08410010816666666
2006-04-05,100.774,101.28,100.584,101.071,65598607,0.07288734111111111,0.08293974583333333
2006-04-06,100.925,101.242,100.467,100.943,75059678,0.08339964222222222,0.0830353411111111
2006-04-07,101.119,101.375,99.8068,99.9325,103933850,0.11548205555555556,0.08445352788888888
2006-04-10,100.074,100.381,99.7291,100.103,53843038,0.05982559777777778,0.08415149861111111
2006-04-11,100.19,100.361,98.9361,99.2433,94365332,0.10485036888888889,0.08436198661111112
2006-04-12,99.3463,99.6262,99.2136,99.4324,55800810,0.0620009,0.08361573072222223
2006-04-13,99.2038,99.7201,98.9647,99.3009,66201557,0.07355728555555556,0.08246296522222221
2006-04-17,99.3553,99.7779,98.783,99.2622,83174348,0.09241594222222223,0.08367872155555554
2006-04-18,99.4722,101.003,99.3936,100.833,120128851,0.13347650111111112,0.08707213388888889
2006-04-19,100.842,101.128,100.497,101.013,113118587,0.1256873188888889,0.08706206016666668
2006-04-20,101.061,101.741,100.764,101.176,111496506,0.12388500666666667,0.08953992305555555
2006-04-21,101.642,101.691,100.774,101.194,93785844,0.10420649333333333,0.09137714861111111
2006-04-24,100.993,101.128,100.584,100.983,68108390,0.07567598888888889,0.09204915894444445
2006-04-25,101.101,101.167,100.249,100.575,109341339,0.12149037666666666,0.09578136622222222
