Date,V,V_raw,Volume,Price,TED,BAA,VIX,Phi_TED,Phi_BAA,Phi_VIX
2014-10-20,0.2312733883888889,0.17310076333333332,155790687,158.535,0.21,2.45,18.57,4.761904761904762,0.4081632653061224,5.385029617662897
2014-10-21,0.2341645021111111,0.20634870555555557,185713835,161.653,0.21,2.43,16.08,4.761904761904762,0.4115226337448559,6.218905472636816
2014-10-22,0.23712878761111109,0.20230767777777778,182076910,160.506,0.21,2.42,17.87,4.761904761904762,0.4132231404958678,5.595970900951315
2014-10-23,0.2374439011666667,0.20657445666666666,185917011,162.392,0.22,2.42,16.53,4.545454545454546,0.4132231404958678,6.049606775559588
2014-10-24,0.23840144344444444,0.15725482444444444,141529342,163.606,0.22,2.43,16.11,4.545454545454546,0.4115226337448559,6.207324643078834
2014-10-27,0.23759113094444445,0.11065265666666667,99587391,163.388,0.21,2.44,16.04,4.761904761904762,0.4098360655737705,6.234413965087282
2014-10-28,0.2359610951666667,0.14237603666666668,128138433,165.253,0.21,2.43,14.39,4.761904761904762,0.4115226337448559,6.949270326615705
2014-10-29,0.23361786333333331,0.19015858777777778,171142729,164.995,0.2,2.36,15.15,5.0,0.42372881355932207,6.600660066006601
2014-10-30,0.23068967494444442,0.15117180111111111,136054621,166.093,0.22,2.39,14.52,4.545454545454546,0.41841004184100417,6.887052341597796
2014-10-31,0.2323794943888889,0.19595462555555557,176359163,167.981,0.22,2.39,14.03,4.545454545454546,0.41841004184100417,7.127583749109053
2014-11-03,0.23163794022222225,0.12490945555555556,112418510,168.078,0.21,2.39,14.73,4.761904761904762,0.41841004184100417,6.788866259334691
2014-11-04,0.22799855638888888,0.1244074288888889,111966686,167.483,0.2,2.39,14.89,5.0,0.41841004184100417,6.715916722632639
2014-11-05,0.2216807348888889,0.12217699222222222,109959293,168.547,0.2,2.39,14.17,5.0,0.41841004184100417,7.057163020465773
2014-11-06,0.21477370138888885,0.14260558888888888,128345030,169.205,0.2,2.4,13.67,5.0,0.4166666666666667,7.315288953913679
2014-11-07,0.2059484806111111,0.11941501666666667,107473515,169.358,0.2,2.43,13.12,5.0,0.4115226337448559,7.621951219512195
2014-11-10,0.19499264277777778,0.08838133777777778,79543204,169.925,0.21,2.41,12.67,4.761904761904762,0.41493775933609955,7.892659826361484
2014-11-11,0.18423548555555555,0.07257541777777778,65317876,170.105,0.21,2.41,12.92,4.761904761904762,0.41493775933609955,7.739938080495356
2014-11-12,0.1648582432777778,0.12014345,108129105,169.906,0.21,2.43,13.02,4.761904761904762,0.4115226337448559,7.680491551459293
2014-11-13,0.15251914316666668,0.11376274555555556,102386471,170.115,0.21,2.47,13.79,4.761904761904762,0.4048582995951417,7.251631617113851
2014-11-14,0.14357530172222221,0.10722846555555555,96505619,170.155,0.21,2.48,13.31,4.761904761904762,0.40322580645161293,7.513148009015778
2014-11-17,0.14028376727777778,0.10727007444444445,96543067,170.259,0.2,2.49,13.99,5.0,0.4016064257028112,7.147962830593281
2014-11-18,0.13503833344444444,0.1014400288888889,91296026,171.187,0.21,2.52,13.86,4.761904761904762,0.3968253968253968,7.2150072150072155
2014-11-19,0.130413062,0.10980224888888888,98822024,170.938,0.22,2.51,13.96,4.545454545454546,0.39840637450199207,7.163323782234957
2014-11-20,0.12493725833333333,0.09705838333333333,87352545,171.207,0.21,2.52,13.58,4.761904761904762,0.3968253968253968,7.363770250368188
2014-11-21,0.12656420116666667,0.1897936811111111,170814313,172.182,0.22,2.49,12.9,4.545454545454546,0.4016064257028112,7.751937984496124
2014-11-24,0.12541770811111114,0.08772279555555555,78950516,172.623,0.21,2.5,12.62,4.761904761904762,0.4,7.9239302694136295
2014-11-25,0.12357283038888889,0.10547848222222223,94930634,172.508,0.22,2.46,12.25,4.545454545454546,0.4065040650406504,8.16326530612245
2014-11-26,0.11820538600000001,0.0828097,74528730,172.929,0.22,2.47,12.07,4.545454545454546,0.4048582995951417,8.285004142502071
